Código Expediente;Distrito;Barrio;Día de la Semana;Año;Mes;Nombre Mes;Día del Mes;Hora del Día;Turno;Tipo de Accidente
2018S000232;Sarrià-Sant Gervasi;Sant Gervasi - Galvany;Miércoles;2018;1;Enero;10;16;Tarde;Abast
2018S000233;Horta-Guinardó;Sant Genís dels Agudells;Miércoles;2018;1;Enero;10;16;Tarde;Col.lisió fronto-lateral
2018S000233;Horta-Guinardó;Sant Genís dels Agudells;Miércoles;2018;1;Enero;10;16;Tarde;Caiguda (dues rodes)
2018S000234;Eixample;la Dreta de l'Eixample;Miércoles;2018;1;Enero;10;17;Tarde;Atropellament
2018S000235;Sants-Montjuïc;la Marina del Prat Vermell;Miércoles;2018;1;Enero;10;19;Tarde;Col.lisió fronto-lateral
2018S000236;Eixample;la Nova Esquerra de l'Eixample;Miércoles;2018;1;Enero;10;15;Tarde;Abast
2018S000237;Sant Martí;el Parc i la Llacuna del Poblenou;Miércoles;2018;1;Enero;10;18;Tarde;Abast
2018S000238;Eixample;la Sagrada Família;Miércoles;2018;1;Enero;10;22;Noche;Col.lisió lateral
2018S000239;Sarrià-Sant Gervasi;Sarrià;Miércoles;2018;1;Enero;10;20;Tarde;Atropellament
2018S000240;Sarrià-Sant Gervasi;Sant Gervasi - la Bonanova;Miércoles;2018;1;Enero;10;17;Tarde;Abast
2018S000241;Sant Martí;el Camp de l'Arpa del Clot;Miércoles;2018;1;Enero;10;22;Noche;Col.lisió fronto-lateral
2018S000242;Sant Martí;la Vila Olímpica del Poblenou;Jueves;2018;1;Enero;11;6;Mañana;Caiguda (dues rodes)
2018S000242;Sant Martí;la Vila Olímpica del Poblenou;Jueves;2018;1;Enero;11;6;Mañana;Col.lisió lateral
2018S000243;Sarrià-Sant Gervasi;Sarrià;Jueves;2018;1;Enero;11;8;Mañana;Abast
2018S000244;Les Corts;la Maternitat i Sant Ramon;Jueves;2018;1;Enero;11;9;Mañana;Caiguda (dues rodes)
2018S000245;Sarrià-Sant Gervasi;Sant Gervasi - Galvany;Jueves;2018;1;Enero;11;10;Mañana;Col.lisió lateral
2018S000246;Eixample;la Nova Esquerra de l'Eixample;Jueves;2018;1;Enero;11;10;Mañana;Col.lisió fronto-lateral
2018S000247;Sant Martí;el Clot;Jueves;2018;1;Enero;11;12;Mañana;Abast
2018S000249;Horta-Guinardó;el Guinardó;Jueves;2018;1;Enero;11;13;Mañana;Col.lisió fronto-lateral
2018S000250;Nou Barris;Torre Baró;Miércoles;2018;1;Enero;10;15;Tarde;Xoc contra element estàtic
2018S000251;Nou Barris;les Roquetes;Jueves;2018;1;Enero;11;13;Mañana;Col.lisió fronto-lateral
2018S000252;Sarrià-Sant Gervasi;Sant Gervasi - la Bonanova;Jueves;2018;1;Enero;11;14;Tarde;Atropellament
2018S000253;Eixample;la Dreta de l'Eixample;Jueves;2018;1;Enero;11;15;Tarde;Col.lisió lateral
2018S000254;Sarrià-Sant Gervasi;les Tres Torres;Jueves;2018;1;Enero;11;16;Tarde;Abast
2018S000255;Eixample;la Dreta de l'Eixample;Jueves;2018;1;Enero;11;15;Tarde;Atropellament
2018S000256;Eixample;la Dreta de l'Eixample;Jueves;2018;1;Enero;11;14;Tarde;Abast
2018S000257;Sants-Montjuïc;el Poble-sec;Jueves;2018;1;Enero;11;15;Tarde;Abast
2018S000258;Sarrià-Sant Gervasi;Sant Gervasi - Galvany;Jueves;2018;1;Enero;11;17;Tarde;Col.lisió lateral
2018S000259;Eixample;la Nova Esquerra de l'Eixample;Jueves;2018;1;Enero;11;18;Tarde;Abast multiple
2018S000260;Nou Barris;Porta;Jueves;2018;1;Enero;11;19;Tarde;Col.lisió fronto-lateral
2018S000261;Sarrià-Sant Gervasi;Sarrià;Jueves;2018;1;Enero;11;19;Tarde;Atropellament
2018S000262;Eixample;l'Antiga Esquerra de l'Eixample;Jueves;2018;1;Enero;11;20;Tarde;Abast
2018S000263;Horta-Guinardó;el Carmel;Jueves;2018;1;Enero;11;20;Tarde;Abast
2018S000264;Sant Andreu;el Congrés i els Indians;Jueves;2018;1;Enero;11;21;Tarde;Caiguda (dues rodes)
2018S000265;Sants-Montjuïc;Sants;Jueves;2018;1;Enero;11;23;Noche;Caiguda (dues rodes)
2018S000265;Sants-Montjuïc;Sants;Jueves;2018;1;Enero;11;23;Noche;Col.lisió fronto-lateral
2018S000266;Sant Martí;Sant Martí de Provençals;Viernes;2018;1;Enero;12;1;Noche;Abast
2018S000267;Eixample;la Sagrada Família;Viernes;2018;1;Enero;12;4;Noche;Xoc contra element estàtic
2018S000268;Eixample;l'Antiga Esquerra de l'Eixample;Viernes;2018;1;Enero;12;8;Mañana;Col.lisió lateral
2018S000269;Sarrià-Sant Gervasi;Sarrià;Viernes;2018;1;Enero;12;7;Mañana;Abast
2018S000270;Sarrià-Sant Gervasi;Sant Gervasi - la Bonanova;Viernes;2018;1;Enero;12;9;Mañana;Caiguda (dues rodes)
2018S000271;Sants-Montjuïc;la Marina de Port;Viernes;2018;1;Enero;12;8;Mañana;Caiguda interior vehicle
2018S000272;Eixample;la Dreta de l'Eixample;Viernes;2018;1;Enero;12;9;Mañana;Col.lisió lateral
2018S000273;Eixample;la Dreta de l'Eixample;Viernes;2018;1;Enero;12;8;Mañana;Col.lisió fronto-lateral
2018S000274;Gràcia;la Vila de Gràcia;Viernes;2018;1;Enero;12;9;Mañana;Col.lisió lateral
2018S000275;Sant Martí;la Vila Olímpica del Poblenou;Viernes;2018;1;Enero;12;10;Mañana;Col.lisió fronto-lateral
2018S000276;Sarrià-Sant Gervasi;Sant Gervasi - la Bonanova;Viernes;2018;1;Enero;12;11;Mañana;Abast
2018S000277;Sarrià-Sant Gervasi;Sant Gervasi - la Bonanova;Viernes;2018;1;Enero;12;11;Mañana;Abast
2018S000278;Eixample;el Fort Pienc;Viernes;2018;1;Enero;12;10;Mañana;Abast
2018S000279;Gràcia;el Camp d'en Grassot i Gràcia Nova;Viernes;2018;1;Enero;12;8;Mañana;Col.lisió fronto-lateral
2018S000280;Eixample;la Nova Esquerra de l'Eixample;Viernes;2018;1;Enero;12;10;Mañana;Altres
2018S000280;Eixample;la Nova Esquerra de l'Eixample;Viernes;2018;1;Enero;12;10;Mañana;Caiguda (dues rodes)
2018S000281;Les Corts;la Maternitat i Sant Ramon;Viernes;2018;1;Enero;12;11;Mañana;Col.lisió lateral
2018S000282;Sants-Montjuïc;Sants - Badal;Viernes;2018;1;Enero;12;13;Mañana;Col.lisió lateral
2018S000283;Ciutat Vella;el Barri Gòtic;Viernes;2018;1;Enero;12;11;Mañana;Abast
2018S000284;Eixample;la Sagrada Família;Viernes;2018;1;Enero;12;13;Mañana;Abast
2018S000285;Eixample;la Dreta de l'Eixample;Viernes;2018;1;Enero;12;14;Tarde;Col.lisió lateral
2018S000286;Les Corts;Pedralbes;Viernes;2018;1;Enero;12;14;Tarde;Abast
2018S000287;Sarrià-Sant Gervasi;Sant Gervasi - la Bonanova;Viernes;2018;1;Enero;12;14;Tarde;Abast multiple
2018S000288;Sant Martí;el Clot;Viernes;2018;1;Enero;12;15;Tarde;Abast
2018S000289;Gràcia;Vallcarca i els Penitents;Viernes;2018;1;Enero;12;15;Tarde;Col.lisió lateral
2018S000290;Gràcia;Vallcarca i els Penitents;Viernes;2018;1;Enero;12;16;Tarde;Xoc amb animal a la calçada
2018S000291;Les Corts;Pedralbes;Viernes;2018;1;Enero;12;16;Tarde;Atropellament
2018S000292;Eixample;la Dreta de l'Eixample;Viernes;2018;1;Enero;12;14;Tarde;Caiguda (dues rodes)
2018S000293;Horta-Guinardó;Horta;Viernes;2018;1;Enero;12;16;Tarde;Col.lisió lateral
2018S000294;Sarrià-Sant Gervasi;Sarrià;Viernes;2018;1;Enero;12;15;Tarde;Abast
2018S000294;Sarrià-Sant Gervasi;Sarrià;Viernes;2018;1;Enero;12;15;Tarde;Col.lisió lateral
2018S000295;Sants-Montjuïc;Sants;Viernes;2018;1;Enero;12;17;Tarde;Col.lisió lateral
2018S000296;Sants-Montjuïc;la Bordeta;Viernes;2018;1;Enero;12;17;Tarde;Caiguda interior vehicle
2018S000297;Gràcia;el Camp d'en Grassot i Gràcia Nova;Viernes;2018;1;Enero;12;18;Tarde;Col.lisió fronto-lateral
2018S000298;Eixample;la Nova Esquerra de l'Eixample;Viernes;2018;1;Enero;12;20;Tarde;Abast
2018S000299;Eixample;la Nova Esquerra de l'Eixample;Viernes;2018;1;Enero;12;21;Tarde;Col.lisió lateral
2018S000300;Eixample;la Sagrada Família;Viernes;2018;1;Enero;12;20;Tarde;Col.lisió fronto-lateral
2018S000301;Eixample;l'Antiga Esquerra de l'Eixample;Viernes;2018;1;Enero;12;22;Noche;Atropellament
2018S000302;Sarrià-Sant Gervasi;Sant Gervasi - Galvany;Viernes;2018;1;Enero;12;20;Tarde;Caiguda (dues rodes)
2018S000303;Sant Martí;el Besòs i el Maresme;Viernes;2018;1;Enero;12;19;Tarde;Atropellament
2018S000304;Nou Barris;la Prosperitat;Viernes;2018;1;Enero;12;22;Noche;Abast
2018S000305;Eixample;la Dreta de l'Eixample;Viernes;2018;1;Enero;12;22;Noche;Col.lisió lateral
2018S000306;Sarrià-Sant Gervasi;Sant Gervasi - Galvany;Viernes;2018;1;Enero;12;22;Noche;Xoc contra element estàtic
2018S000307;Sant Andreu;Navas;Viernes;2018;1;Enero;12;18;Tarde;Abast
2018S000308;Nou Barris;la Guineueta;Viernes;2018;1;Enero;12;18;Tarde;Abast
2018S000309;Ciutat Vella;el Raval;Viernes;2018;1;Enero;12;22;Noche;Col.lisió fronto-lateral
2018S000310;Gràcia;la Vila de Gràcia;Sábado;2018;1;Enero;13;0;Noche;Abast
2018S000311;Sant Martí;la Vila Olímpica del Poblenou;Sábado;2018;1;Enero;13;1;Noche;Col.lisió fronto-lateral
2018S000312;Eixample;la Nova Esquerra de l'Eixample;Sábado;2018;1;Enero;13;1;Noche;Col.lisió lateral
2018S000313;Sants-Montjuïc;la Marina del Prat Vermell;Sábado;2018;1;Enero;13;1;Noche;Xoc contra element estàtic
2018S000314;Les Corts;la Maternitat i Sant Ramon;Sábado;2018;1;Enero;13;0;Noche;Abast
2018S000315;Sarrià-Sant Gervasi;el Putxet i el Farró;Sábado;2018;1;Enero;13;5;Noche;Caiguda (dues rodes)
2018S000315;Sarrià-Sant Gervasi;el Putxet i el Farró;Sábado;2018;1;Enero;13;5;Noche;Xoc contra element estàtic
2018S000316;Eixample;la Sagrada Família;Viernes;2018;1;Enero;12;21;Tarde;Col.lisió lateral
2018S000317;Eixample;la Sagrada Família;Sábado;2018;1;Enero;13;2;Noche;Col.lisió fronto-lateral
2018S000318;Eixample;la Dreta de l'Eixample;Sábado;2018;1;Enero;13;10;Mañana;Xoc contra element estàtic
2018S000318;Eixample;la Dreta de l'Eixample;Sábado;2018;1;Enero;13;10;Mañana;Caiguda (dues rodes)
2018S000319;Sants-Montjuïc;el Poble-sec;Sábado;2018;1;Enero;13;10;Mañana;Col.lisió fronto-lateral
2018S000320;Nou Barris;Canyelles;Sábado;2018;1;Enero;13;11;Mañana;Abast
2018S000321;Eixample;la Nova Esquerra de l'Eixample;Sábado;2018;1;Enero;13;14;Tarde;Col.lisió fronto-lateral
2018S000322;Sarrià-Sant Gervasi;Sant Gervasi - Galvany;Sábado;2018;1;Enero;13;14;Tarde;Abast
2018S000323;Sarrià-Sant Gervasi;el Putxet i el Farró;Sábado;2018;1;Enero;13;14;Tarde;Col.lisió lateral
2018S000324;Sarrià-Sant Gervasi;les Tres Torres;Sábado;2018;1;Enero;13;16;Tarde;Col.lisió lateral
2018S000325;Nou Barris;la Guineueta;Sábado;2018;1;Enero;13;17;Tarde;Xoc contra element estàtic
2018S000326;Sarrià-Sant Gervasi;Sarrià;Sábado;2018;1;Enero;13;13;Mañana;Col.lisió fronto-lateral
2018S000327;Horta-Guinardó;Horta;Sábado;2018;1;Enero;13;15;Tarde;Xoc contra element estàtic
2018S000328;Sant Andreu;Sant Andreu;Sábado;2018;1;Enero;13;18;Tarde;Abast multiple
2018S000329;Eixample;l'Antiga Esquerra de l'Eixample;Sábado;2018;1;Enero;13;20;Tarde;Abast
2018S000330;Sant Martí;el Camp de l'Arpa del Clot;Sábado;2018;1;Enero;13;19;Tarde;Atropellament
2018S000331;Les Corts;Pedralbes;Sábado;2018;1;Enero;13;19;Tarde;Atropellament
2018S000332;Horta-Guinardó;el Carmel;Sábado;2018;1;Enero;13;20;Tarde;Atropellament
2018S000333;Nou Barris;Porta;Sábado;2018;1;Enero;13;18;Tarde;Caiguda interior vehicle
2018S000334;Sarrià-Sant Gervasi;Sant Gervasi - la Bonanova;Sábado;2018;1;Enero;13;20;Tarde;Col.lisió fronto-lateral
2018S000335;Sarrià-Sant Gervasi;Sant Gervasi - la Bonanova;Sábado;2018;1;Enero;13;19;Tarde;Caiguda interior vehicle
2018S000336;Eixample;el Fort Pienc;Sábado;2018;1;Enero;13;20;Tarde;Col.lisió fronto-lateral
2018S000337;Eixample;el Fort Pienc;Sábado;2018;1;Enero;13;22;Noche;Caiguda (dues rodes)
2018S000338;Eixample;la Dreta de l'Eixample;Sábado;2018;1;Enero;13;22;Noche;Col.lisió fronto-lateral
2018S000339;Les Corts;les Corts;Sábado;2018;1;Enero;13;20;Tarde;Col.lisió frontal
2018S000340;Horta-Guinardó;el Baix Guinardó;Viernes;2018;1;Enero;12;19;Tarde;Caiguda interior vehicle
2018S000341;Sant Martí;la Vila Olímpica del Poblenou;Domingo;2018;1;Enero;14;3;Noche;Caiguda (dues rodes)
2018S000342;Horta-Guinardó;el Carmel;Domingo;2018;1;Enero;14;2;Noche;Caiguda (dues rodes)
2018S000343;Sant Andreu;la Trinitat Vella;Domingo;2018;1;Enero;14;2;Noche;Xoc contra element estàtic
2018S000344;Les Corts;la Maternitat i Sant Ramon;Domingo;2018;1;Enero;14;3;Noche;Abast
2018S000345;Gràcia;la Vila de Gràcia;Domingo;2018;1;Enero;14;6;Mañana;Abast
2018S000346;Eixample;l'Antiga Esquerra de l'Eixample;Domingo;2018;1;Enero;14;6;Mañana;Abast
2018S000347;Horta-Guinardó;Montbau;Domingo;2018;1;Enero;14;7;Mañana;Xoc contra element estàtic
2018S000349;Horta-Guinardó;el Carmel;Domingo;2018;1;Enero;14;11;Mañana;Abast multiple
2018S000350;Sant Andreu;Sant Andreu;Domingo;2018;1;Enero;14;12;Mañana;Col.lisió fronto-lateral
2018S000351;Eixample;la Dreta de l'Eixample;Domingo;2018;1;Enero;14;12;Mañana;Abast
2018S000352;Eixample;l'Antiga Esquerra de l'Eixample;Domingo;2018;1;Enero;14;14;Tarde;Altres
2018S000353;Eixample;la Nova Esquerra de l'Eixample;Domingo;2018;1;Enero;14;16;Tarde;Col.lisió fronto-lateral
2018S000354;Horta-Guinardó;el Baix Guinardó;Domingo;2018;1;Enero;14;13;Mañana;Col.lisió lateral
2018S000355;Sants-Montjuïc;el Poble-sec;Domingo;2018;1;Enero;14;17;Tarde;Abast
2018S000356;Eixample;la Dreta de l'Eixample;Domingo;2018;1;Enero;14;15;Tarde;Col.lisió lateral
2018S000357;Ciutat Vella;el Barri Gòtic;Domingo;2018;1;Enero;14;18;Tarde;Abast
2018S000358;Sants-Montjuïc;el Poble-sec;Domingo;2018;1;Enero;14;20;Tarde;Col.lisió lateral
2018S000359;Eixample;la Dreta de l'Eixample;Domingo;2018;1;Enero;14;11;Mañana;Caiguda interior vehicle
2018S000360;Sarrià-Sant Gervasi;les Tres Torres;Domingo;2018;1;Enero;14;13;Mañana;Col.lisió fronto-lateral
2018S000360;Sarrià-Sant Gervasi;les Tres Torres;Domingo;2018;1;Enero;14;13;Mañana;Xoc contra element estàtic
2018S000361;Horta-Guinardó;la Clota;Domingo;2018;1;Enero;14;22;Noche;Caiguda (dues rodes)
2018S000362;Ciutat Vella;la Barceloneta;Lunes;2018;1;Enero;15;6;Mañana;Abast
2018S000363;Gràcia;la Vila de Gràcia;Lunes;2018;1;Enero;15;6;Mañana;Col.lisió lateral
2018S000364;Nou Barris;el Turó de la Peira;Lunes;2018;1;Enero;15;5;Noche;Abast
2018S000364;Nou Barris;el Turó de la Peira;Lunes;2018;1;Enero;15;5;Noche;Col.lisió fronto-lateral
2018S000365;Eixample;l'Antiga Esquerra de l'Eixample;Lunes;2018;1;Enero;15;7;Mañana;Col.lisió lateral
2018S000366;Sant Martí;el Poblenou;Lunes;2018;1;Enero;15;7;Mañana;Abast multiple
2018S000367;Sarrià-Sant Gervasi;el Putxet i el Farró;Lunes;2018;1;Enero;15;8;Mañana;Atropellament
2018S000368;Sarrià-Sant Gervasi;Sant Gervasi - la Bonanova;Lunes;2018;1;Enero;15;8;Mañana;Col.lisió lateral
2018S000369;Eixample;l'Antiga Esquerra de l'Eixample;Lunes;2018;1;Enero;15;9;Mañana;Col.lisió fronto-lateral
2018S000370;Gràcia;la Salut;Lunes;2018;1;Enero;15;8;Mañana;Col.lisió lateral
2018S000371;Sants-Montjuïc;el Poble-sec;Lunes;2018;1;Enero;15;10;Mañana;Col.lisió fronto-lateral
2018S000372;Sant Martí;el Poblenou;Lunes;2018;1;Enero;15;7;Mañana;Abast
2018S000373;Eixample;la Dreta de l'Eixample;Lunes;2018;1;Enero;15;10;Mañana;Atropellament
2018S000374;Eixample;la Dreta de l'Eixample;Lunes;2018;1;Enero;15;9;Mañana;Col.lisió lateral
2018S000375;Sants-Montjuïc;Hostafrancs;Lunes;2018;1;Enero;15;8;Mañana;Col.lisió fronto-lateral
2018S000376;Eixample;la Dreta de l'Eixample;Lunes;2018;1;Enero;15;16;Tarde;Caiguda (dues rodes)
2018S000377;Eixample;la Dreta de l'Eixample;Martes;2018;1;Enero;9;16;Tarde;Col.lisió fronto-lateral
2018S000378;Eixample;la Dreta de l'Eixample;Lunes;2018;1;Enero;15;14;Tarde;Col.lisió fronto-lateral
2018S000379;Eixample;l'Antiga Esquerra de l'Eixample;Lunes;2018;1;Enero;15;14;Tarde;Col.lisió lateral
2018S000380;Eixample;la Dreta de l'Eixample;Lunes;2018;1;Enero;15;14;Tarde;Atropellament
2018S000381;Ciutat Vella;el Raval;Lunes;2018;1;Enero;15;14;Tarde;Atropellament
2018S000382;Ciutat Vella;el Barri Gòtic;Lunes;2018;1;Enero;15;15;Tarde;Abast
2018S000383;Nou Barris;Verdun;Lunes;2018;1;Enero;15;16;Tarde;Caiguda interior vehicle
2018S000384;Ciutat Vella;la Barceloneta;Lunes;2018;1;Enero;15;16;Tarde;Col.lisió lateral
2018S000385;Ciutat Vella;el Barri Gòtic;Lunes;2018;1;Enero;15;17;Tarde;Atropellament
2018S000386;Gràcia;la Salut;Lunes;2018;1;Enero;15;14;Tarde;Atropellament
2018S000387;Eixample;el Fort Pienc;Lunes;2018;1;Enero;15;18;Tarde;Col.lisió lateral
2018S000388;Eixample;la Dreta de l'Eixample;Lunes;2018;1;Enero;15;18;Tarde;Col.lisió lateral
2018S000389;Sarrià-Sant Gervasi;Sant Gervasi - la Bonanova;Lunes;2018;1;Enero;15;20;Tarde;Col.lisió lateral
2018S000390;Eixample;la Dreta de l'Eixample;Lunes;2018;1;Enero;15;18;Tarde;Caiguda interior vehicle
2018S000391;Gràcia;la Vila de Gràcia;Lunes;2018;1;Enero;15;21;Tarde;Caiguda (dues rodes)
2018S000392;Sant Andreu;Sant Andreu;Lunes;2018;1;Enero;15;23;Noche;Col.lisió lateral
2018S000393;Eixample;la Dreta de l'Eixample;Lunes;2018;1;Enero;15;22;Noche;Xoc contra element estàtic
2018S000393;Eixample;la Dreta de l'Eixample;Lunes;2018;1;Enero;15;22;Noche;Col.lisió lateral
2018S000394;Eixample;la Nova Esquerra de l'Eixample;Martes;2018;1;Enero;16;9;Mañana;Abast
2018S000395;Sants-Montjuïc;la Marina del Prat Vermell;Martes;2018;1;Enero;16;9;Mañana;Atropellament
2018S000396;Sants-Montjuïc;la Marina del Prat Vermell;Martes;2018;1;Enero;16;12;Mañana;Col.lisió lateral
2018S000397;Sants-Montjuïc;la Marina de Port;Martes;2018;1;Enero;16;9;Mañana;Caiguda (dues rodes)
2018S000398;Sarrià-Sant Gervasi;Sant Gervasi - la Bonanova;Martes;2018;1;Enero;16;12;Mañana;Col.lisió fronto-lateral
2018S000399;Sarrià-Sant Gervasi;Sant Gervasi - Galvany;Martes;2018;1;Enero;16;12;Mañana;Abast
2018S000400;Sants-Montjuïc;la Marina del Prat Vermell;Martes;2018;1;Enero;16;14;Tarde;Abast
2018S000401;Sant Andreu;el Congrés i els Indians;Martes;2018;1;Enero;16;14;Tarde;Atropellament
2018S000402;Nou Barris;Vilapicina i la Torre Llobeta;Martes;2018;1;Enero;16;7;Mañana;Abast
2018S000403;Sants-Montjuïc;la Marina del Prat Vermell;Martes;2018;1;Enero;16;16;Tarde;Col.lisió fronto-lateral
2018S000404;Eixample;l'Antiga Esquerra de l'Eixample;Martes;2018;1;Enero;16;16;Tarde;Abast
2018S000405;Sants-Montjuïc;la Marina de Port;Martes;2018;1;Enero;16;16;Tarde;Atropellament
2018S000406;Gràcia;la Vila de Gràcia;Martes;2018;1;Enero;16;16;Tarde;Col.lisió lateral
2018S000407;Eixample;la Dreta de l'Eixample;Martes;2018;1;Enero;16;16;Tarde;Col.lisió lateral
2018S000408;Les Corts;les Corts;Martes;2018;1;Enero;16;16;Tarde;Abast
2018S000409;Eixample;l'Antiga Esquerra de l'Eixample;Martes;2018;1;Enero;16;17;Tarde;Col.lisió lateral
2018S000410;Eixample;la Dreta de l'Eixample;Martes;2018;1;Enero;16;17;Tarde;Col.lisió lateral
2018S000411;Horta-Guinardó;el Carmel;Martes;2018;1;Enero;16;18;Tarde;Atropellament
2018S000412;Sants-Montjuïc;Sants;Martes;2018;1;Enero;16;17;Tarde;Atropellament
2018S000413;Sarrià-Sant Gervasi;Sarrià;Martes;2018;1;Enero;16;18;Tarde;Col.lisió lateral
2018S000414;Sarrià-Sant Gervasi;Sant Gervasi - Galvany;Martes;2018;1;Enero;16;13;Mañana;Caiguda (dues rodes)
2018S000414;Sarrià-Sant Gervasi;Sant Gervasi - Galvany;Martes;2018;1;Enero;16;13;Mañana;Abast
2018S000415;Sarrià-Sant Gervasi;Vallvidrera, el Tibidabo i les Planes;Martes;2018;1;Enero;16;19;Tarde;Xoc amb animal a la calçada
2018S000416;Les Corts;la Maternitat i Sant Ramon;Martes;2018;1;Enero;16;20;Tarde;Caiguda (dues rodes)
2018S000417;Sant Martí;el Parc i la Llacuna del Poblenou;Martes;2018;1;Enero;16;20;Tarde;Atropellament
2018S000418;Nou Barris;les Roquetes;Martes;2018;1;Enero;16;18;Tarde;Abast multiple
2018S000419;Eixample;la Nova Esquerra de l'Eixample;Martes;2018;1;Enero;16;23;Noche;Caiguda (dues rodes)
2018S000420;Eixample;la Dreta de l'Eixample;Martes;2018;1;Enero;16;20;Tarde;Caiguda (dues rodes)
2018S000421;Sarrià-Sant Gervasi;Sant Gervasi - la Bonanova;Martes;2018;1;Enero;16;21;Tarde;Abast
2018S000422;Les Corts;les Corts;Miércoles;2018;1;Enero;17;0;Noche;Col.lisió fronto-lateral
2018S000423;Sant Martí;la Verneda i la Pau;Miércoles;2018;1;Enero;17;2;Noche;Xoc contra element estàtic
2018S000424;Sant Martí;Provençals del Poblenou;Miércoles;2018;1;Enero;17;6;Mañana;Abast
2018S000425;Ciutat Vella;el Barri Gòtic;Miércoles;2018;1;Enero;17;7;Mañana;Col.lisió fronto-lateral
2018S000426;Sant Andreu;Baró de Viver;Miércoles;2018;1;Enero;17;6;Mañana;Abast
2018S000427;Eixample;la Dreta de l'Eixample;Miércoles;2018;1;Enero;17;7;Mañana;Caiguda (dues rodes)
2018S000427;Eixample;la Dreta de l'Eixample;Miércoles;2018;1;Enero;17;7;Mañana;Abast
2018S000428;Horta-Guinardó;Montbau;Miércoles;2018;1;Enero;17;8;Mañana;Col.lisió lateral
2018S000429;Sant Andreu;la Sagrera;Miércoles;2018;1;Enero;17;9;Mañana;Atropellament
2018S000430;Les Corts;la Maternitat i Sant Ramon;Miércoles;2018;1;Enero;17;9;Mañana;Col.lisió fronto-lateral
2018S000430;Les Corts;la Maternitat i Sant Ramon;Miércoles;2018;1;Enero;17;9;Mañana;Abast
2018S000431;Ciutat Vella;el Barri Gòtic;Miércoles;2018;1;Enero;17;10;Mañana;Col.lisió lateral
2018S000432;Sarrià-Sant Gervasi;les Tres Torres;Miércoles;2018;1;Enero;17;11;Mañana;Xoc contra element estàtic
2018S000433;Eixample;la Dreta de l'Eixample;Miércoles;2018;1;Enero;17;12;Mañana;Col.lisió fronto-lateral
2018S000434;Sarrià-Sant Gervasi;Sarrià;Miércoles;2018;1;Enero;17;16;Tarde;Col.lisió fronto-lateral
2018S000435;Eixample;la Nova Esquerra de l'Eixample;Miércoles;2018;1;Enero;17;16;Tarde;Atropellament
2018S000436;Eixample;la Dreta de l'Eixample;Miércoles;2018;1;Enero;17;13;Mañana;Col.lisió lateral
2018S000437;Les Corts;les Corts;Miércoles;2018;1;Enero;17;15;Tarde;Xoc contra element estàtic
2018S000437;Les Corts;les Corts;Miércoles;2018;1;Enero;17;15;Tarde;Col.lisió fronto-lateral
2018S000437;Les Corts;les Corts;Miércoles;2018;1;Enero;17;15;Tarde;Atropellament
2018S000438;Eixample;l'Antiga Esquerra de l'Eixample;Miércoles;2018;1;Enero;17;15;Tarde;Xoc contra element estàtic
2018S000439;Eixample;l'Antiga Esquerra de l'Eixample;Miércoles;2018;1;Enero;17;18;Tarde;Abast
2018S000440;Sant Martí;el Poblenou;Miércoles;2018;1;Enero;17;16;Tarde;Altres
2018S000441;Nou Barris;Torre Baró;Miércoles;2018;1;Enero;17;18;Tarde;Abast
2018S000442;Sants-Montjuïc;Sants;Miércoles;2018;1;Enero;17;18;Tarde;Col.lisió lateral
2018S000443;Sarrià-Sant Gervasi;Sant Gervasi - Galvany;Miércoles;2018;1;Enero;17;20;Tarde;Caiguda (dues rodes)
